Istwert Kraft F_X / N,Istwert Kraft F_Y / N,Istwert Kraft in Stoßrichtung F_Z / N,Istwert Moment M_A / Nm,Istwert Moment M_B  / Nm,Istwert Moment M_C / Nm,Istposition TCP X / mm,Istposition TCP Y / mm,Istposition TCP Z / mm,Istorientierung TCP A / °,Istorientierung TCP B / °,Istorientierung TCP C / °,Sollwert Vorschubgeschw. Soll_v_f / mm/min,Istwert Vorschubgeschwindigkeit v_f / mm/min,Sollwert Drehzahl Soll_n_sp / U/min,Istwert Spindeldrehzahl n_sp / U/min,Istwert Spindeldrehmoment M_sp / Nm,Istwert Spindelstrom I_sp / A,Sollwert Kraft in Stoßrichtung Soll_F_Z / N,Istwert Strom Achse 1 I_a1 / A,Istwert Strom Achse2 I_a2 / A,Istwert Strom Achse3 I_a3 / A,Istwert Strom Achse4 I_a4 / A,Istwert Strom Achse5 I_a5 / A,Istwert Strom Achse6 I_a6 / A,Istwert Moment Achse1 M_a1 / Nm,Istwert Moment Achse2 M_a2 / Nm,Istwert Moment Achse3 M_a3 / Nm,Istwert Moment Achse4 M_a4 / Nm,Istwert Moment Achse5 M_a5 / Nm,Istwert Moment Achse6 M_a6 / Nm
846.0,1040.0,7138.0,13.348,-28.213,-3.277,752.813141970078,2500.7421419700777,25.405141970077977,-90.17,-3.01,0.0,1500,55.124,0,3200.283,-61431.56,8.57,0,2.154,12.219,10.722,6.345,3.149,-0.884,-1222.764,6910.139,5066.471,-787.672,432.206,-68.231
839.0,1027.0,7142.0,12.155,-24.576,-3.963,753.1609719694073,2501.0739719694075,25.75497196940742,-90.17,-3.01,0.0,1500,155.127,0,3198.776,-59678.45,8.326,0,2.908,13.547,10.881,6.39,3.205,-0.755,-1650.766,7660.985,5141.39,-793.237,439.929,-58.29
834.0,1035.0,7099.0,10.074,-24.373,-4.074,753.5004903168543,2501.4254903168544,26.09849031685434,-90.17,-3.01,0.0,1500,255.133,0,3199.825,-61960.22,8.644,0,3.055,12.908,10.878,6.405,3.21,-0.62,-1733.828,7299.467,5140.123,-795.072,440.584,-47.869
831.0,1026.0,7134.0,14.621,-30.306,-3.565,753.8436983904924,2501.7616983904923,26.44569839049231,-90.17,-3.01,0.0,1500,355.141,0,3199.234,-60359.04,8.421,0,0.136,11.526,10.96,6.473,3.235,-0.471,-77.48,6518.284,5178.568,-803.537,444.118,-36.38
810.0,1022.0,7128.0,9.065,-26.8,-3.349,754.2035975711542,2502.049597571154,26.802597571154195,-90.17,-3.01,0.0,1500,455.15,0,3199.959,-60671.98,8.464,0,1.438,12.847,11.405,6.545,3.188,-0.266,-816.248,7265.253,5388.961,-812.535,437.573,-20.547
778.0,1027.0,7057.0,12.945,-18.138,-3.926,754.5521892424372,2502.340189242437,27.155189242437217,-90.17,-3.01,0.0,1500,555.159,0,3200.016,-60951.5,8.503,0,2.03,12.339,11.749,6.471,3.069,-0.026,-1152.559,6977.724,5551.473,-803.36,421.274,-2.025
742.0,1032.0,7055.0,20.058,-19.107,-3.935,754.8864747907087,2502.6474747907087,27.50647479070861,-90.17,-3.01,0.0,1500,655.168,0,3199.749,-59629.84,8.319,0,0.213,12.229,11.676,6.347,2.868,0.384,-120.788,6915.87,5517.112,-787.909,393.717,29.679
692.0,1050.0,7065.0,9.916,-14.098,-3.738,755.2194556051107,2502.9244556051112,27.856455605110824,-90.17,-3.01,0.0,1500,755.176,0,3200.436,-60656.79,8.462,0,-0.144,12.505,11.994,6.258,2.635,0.646,81.879,7071.938,5667.513,-776.899,361.644,49.857
637.0,1059.0,7063.0,12.682,-5.444,-4.008,755.5491330775676,2503.1801330775675,28.204133077567633,-90.17,-3.01,0.0,1500,855.182,0,3200.168,-59875.94,8.353,0,-0.07,11.978,11.318,6.032,2.426,0.927,39.586,6773.791,5347.84,-748.839,333.04,71.545
586.0,1075.0,7026.0,23.099,-9.449,-4.113,755.8845086027895,2503.4225086027895,28.55650860278942,-90.18,-3.0,0.0,1500,955.185,0,3200.035,-59614.65,8.317,0,-0.437,11.962,11.678,5.792,2.35,1.434,248.173,6764.689,5517.816,-719.004,322.567,110.724
523.0,1108.0,6968.0,17.85,-8.011,-4.082,756.225583578279,2503.647583578279,28.909583578278983,-90.18,-3.0,0.0,1500,1055.184,0,3199.577,-60763.13,8.477,0,-0.663,12.326,11.509,5.633,2.511,1.839,376.235,6970.477,5438.109,-699.292,344.691,141.986
449.0,1112.0,6992.0,18.806,0.465,-4.448,756.5723594043363,2503.856359404336,29.2603594043363,-90.18,-3.0,0.0,1500,1155.179,0,3200.245,-59757.45,8.337,0,-0.846,12.382,11.429,5.385,2.843,2.074,480.275,7001.994,5400.227,-668.45,390.183,160.176
371.0,1115.0,7003.0,20.587,0.896,-4.39,756.9218374840652,2504.050837484065,29.61183748406529,-90.18,-3.0,0.0,1500,1255.169,0,3199.463,-60921.12,8.499,0,-1.319,12.528,11.452,4.979,3.113,2.233,748.749,7084.915,5411.352,-618.133,427.296,172.401
277.0,1133.0,6943.0,18.123,7.574,-4.718,757.2740192233788,2504.2340192233787,29.966019223378822,-90.18,-3.0,0.0,1500,1300.456,0,3199.787,-61407.25,8.567,0,-1.586,12.549,11.937,4.569,3.407,2.277,899.987,7096.376,5640.475,-567.224,467.683,175.826
177.0,1137.0,6942.0,22.531,18.517,-5.043,757.6319060310043,2504.3959060310044,30.321906031004374,-90.18,-3.0,0.0,1500,1400.299,0,3199.883,-60146.35,8.391,0,-1.86,12.575,12.648,4.035,3.691,2.342,1055.962,7111.039,5976.484,-500.864,506.694,180.834
79.0,1158.0,6926.0,17.535,16.53,-5.003,757.9814993184895,2504.5524993184895,30.673499318489405,-90.18,-3.0,0.0,1500,1499.998,0,3199.406,-62340.01,8.697,0,-1.302,12.818,12.645,3.459,3.957,2.413,739.275,7248.905,5974.794,-429.354,543.153,186.32
-14.0,1176.0,6908.0,19.789,22.476,-4.894,758.3258005002077,2504.7068005002075,31.02180050020766,-90.18,-3.0,0.0,1500,1499.998,0,3200.474,-60489.68,8.439,0,-3.392,12.214,12.516,2.932,4.293,2.477,1925.329,6907.274,5914.098,-363.942,589.234,191.254
-102.0,1183.0,6940.0,28.633,24.576,-4.825,758.6808109933645,2504.8148109933645,31.376810993364387,-90.18,-2.99,0.0,1500,1499.998,0,3199.386,-61291.79,8.551,0,-3.409,12.444,12.627,2.408,4.604,2.524,1935.141,7037.218,5966.626,-298.944,631.977,194.937
-216.0,1227.0,6872.0,18.417,20.924,-4.892,759.0345322180021,2504.9095322180024,31.729532218002134,-90.19,-2.99,0.0,1500,1499.998,0,3200.016,-61641.2,8.599,0,-0.408,13.07,12.606,1.901,4.913,2.666,231.594,7391.321,5956.346,-236.018,674.458,205.836
-320.0,1238.0,6846.0,30.25,36.219,-4.556,759.371965597006,2505.053965597006,32.07396559700598,-90.18,-2.99,0.0,1500,1499.998,0,3199.329,-60507.91,8.441,0,-3.547,11.6,12.87,1.386,5.216,2.758,2013.467,6559.745,6081.399,-172.085,716.022,212.943
-431.0,1235.0,6899.0,30.841,33.566,-3.783,759.7151125561101,2505.17811255611,32.4261125561101,-90.18,-2.99,0.0,1500,1499.998,0,3199.978,-62613.46,8.735,0,-4.986,11.886,13.048,0.787,5.377,2.848,2830.053,6721.375,6165.472,-97.734,738.147,219.902
-567.0,1266.0,6874.0,10.957,27.609,-5.071,760.0669745239027,2505.2639745239026,32.77997452390272,-90.19,-2.99,0.0,1500,1499.998,0,3199.768,-61340.41,8.557,0,-3.762,12.224,13.071,0.235,5.533,2.999,2135.439,6912.667,6176.174,-29.184,759.485,231.575
-676.0,1233.0,6930.0,32.421,57.42,-5.19,760.4165529318325,2505.3495529318325,33.13355293183247,-90.19,-2.98,0.0,1500,1499.998,0,3199.062,-64153.88,8.95,0,-3.826,11.834,13.199,-0.46,5.693,3.288,2171.642,6692.386,6236.588,57.125,781.413,253.889
-811.0,1252.0,6825.0,23.191,46.912,-3.582,760.757849214213,2505.4448492142133,33.49184921421306,-90.19,-2.98,0.0,1500,1499.998,0,3199.52,-63792.32,8.9,0,-4.355,13.415,12.697,-1.244,5.656,3.564,2472.258,7586.153,5999.579,154.385,776.373,275.209
-934.0,1259.0,6809.0,9.866,46.144,-4.638,761.1078648082303,2505.5348648082304,33.846864808230265,-90.19,-2.98,0.0,1500,1499.998,0,3198.795,-64989.41,9.067,0,-4.658,12.674,13.567,-1.799,5.798,3.618,2644.135,7167.331,6410.648,223.349,795.813,279.407
-1016.0,1168.0,7035.0,27.308,68.142,-4.403,761.455601153947,2505.624601153947,34.20060115394696,-90.19,-2.98,0.0,1500,1499.998,0,3199.634,-66936.97,9.338,0,-4.916,12.07,13.7,-2.418,5.903,3.618,2790.467,6825.869,6473.457,300.187,810.279,279.37
-1136.0,1158.0,6919.0,6.767,45.985,-2.077,761.7980596943092,2505.718059694309,34.55805969430918,-90.19,-2.98,0.0,1500,1499.998,0,3199.444,-64694.7,9.025,0,-5.417,13.061,13.463,-3.092,5.829,3.579,3074.843,7386.265,6361.641,383.832,800.133,276.387
-1222.0,1129.0,6927.0,19.297,57.18,-4.309,762.1442418751512,2505.8102418751514,34.91624187515123,-90.19,-2.98,0.0,1500,1499.998,0,3200.15,-66043.71,9.214,0,-5.955,12.118,13.259,-3.666,6.044,3.489,3380.027,6853.004,6264.894,455.046,829.654,269.428
-1306.0,1046.0,7101.0,22.267,67.736,-4.328,762.4911491452024,2505.9031491452024,35.27314914520244,-90.19,-2.97,0.0,1500,1499.998,0,3200.321,-64609.63,9.014,0,-6.423,12.811,13.092,-4.196,6.138,3.511,3646.132,7244.522,6186.313,520.873,842.483,271.122
-1429.0,1024.0,6958.0,-13.094,42.559,-0.717,762.8387829560925,2505.986782956092,35.63278295609243,-90.19,-2.97,0.0,1500,1499.998,0,3200.417,-64469.86,8.994,0,-6.544,12.618,13.776,-4.795,5.868,3.525,3714.815,7135.646,6509.508,595.283,805.435,272.19
-1462.0,904.0,7152.0,28.43,78.084,-2.786,763.180144762357,2506.070144762357,35.99214476235707,-90.19,-2.97,0.0,1500,1499.998,0,3200.168,-65821.91,9.183,0,-6.893,11.03,13.766,-5.392,5.67,3.551,3912.575,6237.496,6504.86,669.338,778.336,274.215
-1566.0,851.0,7252.0,3.047,68.419,-3.11,763.5162360214438,2506.1512360214438,36.35923602144376,-90.19,-2.97,0.0,1500,1499.998,0,3199.444,-64706.85,9.027,0,-7.192,13.276,13.203,-5.811,5.177,3.734,4082.592,7507.782,6238.419,721.372,710.655,288.318
-1680.0,847.0,7078.0,-26.694,41.7,-1.638,763.8560581937181,2506.226058193718,36.725058193718155,-90.19,-2.97,0.0,1500,1499.998,0,3199.978,-66815.44,9.321,0,-7.318,12.668,12.805,-6.341,5.044,3.987,4153.981,7163.624,6050.699,787.199,692.327,307.907
-1671.0,689.0,7265.0,32.499,81.571,-1.203,764.1996127424695,2506.3046127424695,37.09061274246946,-90.19,-2.97,0.0,1500,1499.998,0,3199.634,-66888.36,9.331,0,-7.486,12.487,12.899,-6.821,5.072,4.196,4249.056,7061.32,6094.918,846.751,696.255,324.035
-1754.0,634.0,7291.0,-4.412,62.88,-1.437,764.5459011339165,2506.3809011339163,37.460901133916536,-90.2,-2.97,-0.01,1500,1499.998,0,3199.272,-67912.27,9.474,0,-7.974,13.94,13.218,-7.093,4.658,4.218,4525.987,7883.289,6245.883,880.552,639.439,325.692
-1820.0,598.0,7300.0,-24.113,54.296,-3.698,764.8919248372131,2506.456924837213,37.83192483721305,-90.19,-2.97,-0.01,1500,1499.998,0,3199.234,-69516.49,9.698,0,-8.224,12.489,13.138,-7.537,4.326,4.17,4667.921,7062.836,6207.86,935.664,593.816,322.01
-1826.0,458.0,7480.0,14.856,73.868,-1.747,765.2336853244545,2506.5286853244543,38.20368532445454,-90.19,-2.97,-0.01,1500,1499.998,0,3199.272,-69300.77,9.668,0,-8.423,12.977,12.58,-7.839,4.073,4.112,4780.927,7338.399,5944.094,973.195,559.125,317.554
-1908.0,419.0,7310.0,-12.373,57.668,-0.939,765.5761840706834,2506.6001840706836,38.57718407068339,-90.19,-2.97,-0.01,1500,1499.998,0,3199.348,-71275.68,9.944,0,-8.908,13.771,11.989,-8.114,3.72,3.953,5056.337,7787.896,5665.119,1007.293,510.622,305.219
-1910.0,340.0,7437.0,0.149,79.207,-4.941,765.9224225538953,2506.672422553895,38.948422553895284,-90.19,-2.97,-0.01,1500,1499.998,0,3199.577,-71457.98,9.969,0,-8.94,11.54,12.31,-8.53,3.499,3.76,5074.607,6526.205,5816.647,1058.971,480.316,290.343
-1950.0,245.0,7632.0,-8.564,60.765,-2.348,766.2744022550444,2506.7404022550445,39.32740225504426,-90.19,-2.97,-0.01,1500,1499.998,0,3199.978,-70965.77,9.9,0,-8.953,13.177,12.531,-8.807,3.101,3.671,5081.882,7451.49,5920.999,1093.306,425.725,283.494
-2008.0,193.0,7443.0,-26.317,42.074,-0.808,766.6241246580498,2506.8071246580503,39.71012465804989,-90.19,-2.97,-0.01,1500,1499.998,0,3199.825,-72396.81,10.1,0,-9.133,13.249,12.16,-9.135,2.688,3.6,5183.892,7492.613,5745.953,1134.033,368.91,278.007
-1959.0,91.0,7543.0,16.503,82.197,-3.029,766.9715912498021,2506.877591249802,40.09159124980215,-90.19,-2.97,-0.01,1500,1499.998,0,3200.397,-71190.6,9.932,0,-9.134,12.576,11.955,-9.486,2.399,3.641,5184.737,7111.882,5648.924,1177.661,329.309,281.137
-2025.0,54.0,7582.0,-13.906,46.341,-1.903,767.3198035201682,2506.945803520168,40.474803520168166,-90.19,-2.97,-0.01,1500,1499.998,0,3200.054,-72557.84,10.122,0,-9.442,14.429,11.097,-9.809,2.006,3.853,5359.491,8159.526,5243.348,1217.678,275.373,297.56
-2051.0,15.0,7513.0,-26.585,40.779,-1.097,767.6737629619971,2507.014762961997,40.85576296199716,-90.19,-2.97,-0.02,1500,1499.998,0,3200.092,-71722.3,10.006,0,-9.281,12.98,11.421,-10.114,1.739,4.05,5268.308,7340.422,5396.565,1255.505,238.718,312.731
-1987.0,-104.0,7693.0,11.451,68.602,-0.809,768.0304710711275,2507.0884710711275,41.24047107112756,-90.19,-2.97,-0.02,1500,1499.998,0,3200.168,-71178.45,9.93,0,-9.435,12.606,11.95,-10.501,1.455,4.153,5355.431,7128.567,5646.39,1303.573,199.771,320.721
-2041.0,-119.0,7575.0,-25.505,31.659,-1.112,768.3879293463923,2507.1599293463923,41.630929346392264,-90.19,-2.97,-0.02,1500,1499.998,0,3200.168,-73250.58,10.219,0,-9.67,14.075,11.445,-10.776,1.068,4.15,5488.906,7959.469,5408.113,1337.788,146.556,320.427
-2004.0,-157.0,7590.0,-15.378,59.874,-3.395,768.7441392896251,2507.230139289625,42.01413928962512,-90.19,-2.97,-0.02,1500,1499.998,0,3200.15,-72047.41,10.051,0,-9.195,11.615,11.273,-11.086,0.813,4.11,5219.248,6568.34,5326.857,1376.207,111.537,317.37
-1959.0,-235.0,7742.0,-0.941,59.237,-2.321,769.1021024056661,2507.301102405666,42.401102405665995,-90.19,-2.97,-0.02,1500,1499.998,0,3199.272,-75110.02,10.478,0,-9.526,12.58,10.802,-11.466,0.523,4.069,5407.197,7114.241,5103.931,1423.446,71.74,314.204
-2006.0,-256.0,7538.0,-31.703,20.702,-2.373,769.462820202368,2507.372820202368,42.79482020236807,-90.19,-2.97,-0.02,1500,1499.998,0,3199.959,-73764.05,10.291,0,-9.464,13.682,10.634,-11.637,0.175,3.867,5371.84,7737.165,5024.928,1444.579,24.022,298.628
-1884.0,-314.0,7698.0,3.737,77.78,-5.587,769.827294190603,2507.445294190603,43.185294190603,-90.19,-2.97,-0.02,1500,1499.999,0,3200.073,-73949.39,10.317,0,-9.178,11.978,11.242,-12.017,-0.021,3.7,5209.605,6773.622,5311.93,1491.759,-2.815,285.74
-1920.0,-346.0,7716.0,-19.244,39.613,-2.861,770.1885258842675,2507.5135258842674,43.580525884267445,-90.19,-2.97,-0.02,1500,1499.999,0,3200.531,-75024.95,10.467,0,-9.488,13.888,10.359,-12.16,-0.482,3.702,5385.543,7853.794,4894.805,1509.518,-66.176,285.887
-1940.0,-357.0,7499.0,-31.792,4.914,-2.266,770.5575168002883,2507.5875168002885,43.97351680028834,-90.19,-2.97,-0.02,1500,1499.999,0,3200.283,-73138.16,10.203,0,-9.118,13.327,10.315,-12.405,-0.567,3.749,5175.602,7536.434,4874.245,1539.945,-77.827,289.459
-1772.0,-432.0,7721.0,23.424,78.171,-4.228,770.92626845863,2507.66026845863,44.36326845862999,-90.19,-2.97,-0.02,1500,1499.999,0,3200.664,-73399.45,10.24,0,-9.266,12.269,10.057,-12.645,-0.706,3.972,5259.342,6938.286,4752.29,1569.721,-96.94,306.729
-1865.0,-411.0,7618.0,-39.786,26.143,-2.915,771.2997823822996,2507.7277823822997,44.758782382299586,-90.19,-2.97,-0.02,1500,1499.999,0,3200.931,-72582.15,10.126,0,-9.03,13.853,9.527,-12.65,-0.869,4.186,5125.866,7834.244,4501.762,1570.432,-119.261,323.262
-1828.0,-422.0,7549.0,-27.652,16.237,-1.526,771.6840600973535,2507.8050600973534,45.156060097353475,-90.19,-2.97,-0.02,1500,1499.999,0,3200.417,-72612.53,10.13,0,-8.756,12.058,10.476,-13.042,-0.794,4.26,4970.229,6818.959,4950.149,1619.091,-108.984,328.969
-1739.0,-491.0,7685.0,13.147,45.937,-2.821,772.0661031329026,2507.879103132903,45.55010313290268,-90.19,-2.97,-0.02,1500,1499.999,0,3199.749,-75155.59,10.485,0,-8.954,12.079,10.397,-13.105,-0.927,4.35,5082.389,6830.757,4912.549,1626.846,-127.181,335.929
-1789.0,-473.0,7564.0,-36.08,15.122,-2.693,772.44791302112,2507.9529130211204,45.94991302112004,-90.19,-2.97,-0.02,1500,1499.999,0,3199.215,-74180.3,10.349,0,-8.641,13.409,9.894,-13.15,-1.059,4.278,4904.591,7583.12,4674.977,1632.411,-145.312,330.332
-1725.0,-479.0,7528.0,-20.093,35.963,-4.958,772.8294912972456,2508.0294912972454,46.3484912972456,-90.19,-2.97,-0.02,1500,1499.999,0,3199.787,-75046.22,10.47,0,-8.715,12.286,9.932,-13.459,-1.082,4.144,4946.714,6947.892,4693.143,1670.77,-148.52,320.022
-1669.0,-535.0,7651.0,3.196,40.972,-2.419,773.2118394995932,2508.102839499593,46.74683949959319,-90.19,-2.97,-0.02,1500,1499.999,0,3200.588,-74766.7,10.431,0,-8.785,13.07,9.535,-13.331,-1.19,3.992,4986.639,7391.152,4505.423,1654.905,-163.378,308.238
-1724.0,-527.0,7453.0,-32.988,9.952,-3.172,773.5989591695558,2508.1769591695556,47.14795916955575,-90.18,-2.97,-0.02,1500,1499.999,0,3199.844,-74684.66,10.419,0,-8.634,13.434,9.875,-13.195,-1.321,3.707,4901.039,7597.277,4666.105,1638.094,-181.378,286.219
-1629.0,-552.0,7554.0,-7.345,52.271,-6.325,773.9868518516126,2508.2478518516127,47.54585185161267,-90.18,-2.98,-0.02,1500,1499.999,0,3199.883,-76425.61,10.662,0,-8.524,11.715,9.987,-13.42,-1.452,3.567,4838.276,6625.138,4719.196,1665.916,-199.379,275.467
-1641.0,-577.0,7606.0,-10.187,23.5,-2.702,774.3695190933352,2508.3185190933355,47.946519093335155,-90.18,-2.98,-0.02,1500,1499.999,0,3200.15,-74438.55,10.385,0,-8.564,13.381,9.17,-13.134,-1.63,3.566,4861.114,7567.277,4333.194,1630.516,-223.794,275.393
-1678.0,-561.0,7388.0,-32.989,1.926,-2.979,774.7559624453929,2508.391962445393,48.34396244539289,-90.18,-2.98,-0.02,1500,1499.999,0,3200.13,-76291.92,10.643,0,-8.55,12.048,9.185,-13.101,-1.707,3.691,4852.994,6813.397,4340.235,1626.313,-234.332,285.004
-1575.0,-597.0,7540.0,5.068,55.378,-5.539,775.1431834615595,2508.4611834615594,48.740183461559496,-90.18,-2.98,-0.02,1500,1499.999,0,3200.531,-75298.4,10.505,0,-8.372,11.259,8.775,-13.204,-1.67,3.894,4752.338,6367.272,4146.459,1639.1,-229.292,300.727
-1629.0,-602.0,7530.0,-22.669,13.231,-2.792,775.5341836987197,2508.5381836987194,49.14418369871967,-90.18,-2.98,-0.02,1500,1499.999,0,3200.607,-74049.65,10.331,0,-8.545,12.979,8.842,-12.956,-1.814,4.082,4850.288,7339.579,4178.145,1608.377,-249.06,315.235
-1634.0,-587.0,7343.0,-35.819,5.248,-2.038,775.9299647168749,2508.616964716875,49.55096471687486,-90.18,-2.98,-0.02,1500,1499.999,0,3200.702,-75201.17,10.491,0,-8.498,12.108,9.298,-13.106,-1.906,4.158,4823.728,6846.937,4393.326,1627.024,-261.693,321.053
-1542.0,-645.0,7513.0,11.434,47.905,-3.376,776.32252807915,2508.69352807915,49.954528079149924,-90.18,-2.98,-0.02,1500,1499.999,0,3200.531,-73900.77,10.31,0,-8.271,12.184,9.181,-13.137,-1.949,4.2,4694.82,6890.251,4338.123,1630.872,-267.584,324.33
-1610.0,-616.0,7408.0,-29.827,2.821,-3.003,776.7108753517984,2508.7718753517984,50.35887535179842,-90.18,-2.98,-0.02,1500,1499.999,0,3199.768,-76194.7,10.63,0,-8.312,13.443,8.753,-12.995,-2.202,4.129,4717.827,7601.996,4136.039,1613.172,-302.21,318.843
-1576.0,-608.0,7337.0,-24.085,15.831,-4.352,777.1020081042102,2508.85200810421,50.759008104210125,-90.18,-2.98,-0.02,1500,1499.999,0,3199.31,-75489.81,10.531,0,-8.161,11.582,8.844,-13.195,-2.224,4.003,4632.565,6549.464,4178.849,1638.094,-305.286,309.122
-1505.0,-662.0,7480.0,9.501,41.754,-2.772,777.4959279089167,2508.9359279089167,51.1629279089166,-90.18,-2.98,-0.02,1500,1499.999,0,3199.844,-74897.34,10.449,0,-8.237,12.435,8.866,-13.042,-2.249,3.865,4675.365,7031.825,4189.271,1619.032,-308.756,298.444
-1571.0,-630.0,7298.0,-34.557,0.836,-2.877,777.8936363415978,2509.0176363415976,51.5696363415978,-90.18,-2.98,-0.02,1500,1499.999,0,3200.512,-75602.23,10.547,0,-8.218,12.71,9.181,-12.914,-2.425,3.652,4664.708,7187.556,4337.982,1603.108,-332.843,281.984
-1495.0,-634.0,7379.0,-11.259,41.753,-6.033,778.2881349810875,2509.1011349810874,51.97013498108757,-90.17,-2.98,-0.02,1500,1499.999,0,3200.397,-74244.1,10.358,0,-8.04,10.522,9.135,-13.073,-2.483,3.544,4563.712,5950.473,4316.295,1622.88,-340.895,273.699
-1499.0,-661.0,7453.0,-4.053,22.919,-2.469,778.6804254093812,2509.184425409381,52.37642540938117,-90.17,-2.99,-0.02,1500,1499.999,0,3200.264,-75565.77,10.542,0,-8.265,12.23,8.699,-12.766,-2.613,3.737,4691.605,6916.207,4110.549,1584.816,-358.633,288.539
-1541.0,-631.0,7203.0,-31.47,-3.563,-3.196,779.0775092116409,2509.263509211641,52.78450921164091,-90.17,-2.99,-0.02,1500,1499.999,0,3200.283,-74493.24,10.392,0,-7.991,12.535,8.459,-12.674,-2.739,3.954,4535.799,7088.455,3997.044,1573.332,-375.913,305.33
-1433.0,-650.0,7352.0,5.244,52.039,-5.509,779.4733879762027,2509.3503879762025,53.18838797620265,-90.17,-2.99,-0.02,1500,1499.999,0,3200.493,-74690.73,10.42,0,-8.036,11.227,8.685,-12.741,-2.75,4.126,4561.175,6348.732,4103.93,1581.62,-377.55,318.586
-1502.0,-646.0,7344.0,-20.295,7.783,-3.17,779.8750632945815,2509.4350632945816,53.59806329458161,-90.17,-2.99,-0.02,1500,1499.999,0,3199.997,-76015.44,10.605,0,-8.154,13.037,8.782,-12.359,-2.863,4.249,4628.505,7372.276,4149.839,1534.262,-392.932,328.122
-1512.0,-631.0,7191.0,-29.875,-4.116,-3.322,780.2775367614798,2509.5225367614794,54.00553676147982,-90.17,-2.99,-0.02,1500,1499.999,0,3200.226,-74186.38,10.35,0,-7.923,11.795,8.754,-12.505,-2.808,4.343,4497.229,6669.97,4136.602,1552.377,-385.405,335.34
-1412.0,-671.0,7360.0,11.147,44.875,-4.018,780.6798099747916,2509.613809974792,54.410809974791675,-90.17,-2.99,-0.02,1500,1499.999,0,3199.883,-75155.59,10.485,0,-7.913,11.614,8.609,-12.49,-2.709,4.328,4491.646,6568.003,4067.879,1550.482,-371.855,334.235
-1493.0,-650.0,7265.0,-24.652,2.09,-3.393,781.0828845356107,2509.702884535611,54.818884535610664,-90.17,-2.99,-0.02,1500,1499.999,0,3199.844,-75189.02,10.489,0,-8.131,12.716,8.169,-12.242,-2.797,4.243,4615.479,7190.758,3860.021,1519.7,-383.964,327.644
-1457.0,-630.0,7192.0,-20.972,10.454,-3.866,781.4867620482353,2509.799762048235,55.22576204823534,-90.17,-2.99,-0.01,1500,1499.999,0,3199.978,-74985.45,10.461,0,-7.951,10.919,8.432,-12.434,-2.744,4.078,4512.961,6174.968,3984.229,1543.615,-376.633,314.866
-1390.0,-677.0,7340.0,11.736,35.465,-3.216,781.8944441201763,2509.8914441201764,55.633444120176335,-90.17,-2.99,-0.01,1500,1499.999,0,3199.577,-76252.42,10.638,0,-7.91,11.284,8.725,-12.197,-2.703,3.875,4489.954,6381.092,4122.942,1514.135,-371.004,299.254
-1465.0,-647.0,7190.0,-29.09,-2.567,-3.335,782.3009323621626,2509.9839323621627,56.04493236216254,-90.17,-2.99,-0.01,1500,1499.999,0,3200.092,-75161.67,10.486,0,-7.901,12.136,8.509,-12.048,-2.845,3.625,4485.048,6863.117,4020.421,1495.607,-390.51,279.922
-1399.0,-626.0,7218.0,-15.131,27.268,-4.449,782.7062283881477,2510.0822283881475,56.45622838814765,-90.17,-2.99,-0.01,1500,1499.999,0,3199.673,-75957.71,10.597,0,-7.708,11.047,8.645,-12.233,-2.828,3.595,4375.087,6247.44,4085.06,1518.634,-388.219,277.602
-1391.0,-662.0,7290.0,5.692,22.693,-2.485,783.1133338153159,2510.1733338153163,56.86733381531596,-90.17,-2.99,-0.01,1500,1499.999,0,3200.741,-75286.24,10.503,0,-7.841,12.634,8.068,-11.906,-2.683,3.763,4450.876,7144.41,3812.422,1478.025,-368.255,290.601
-1443.0,-628.0,7065.0,-24.958,-1.117,-3.577,783.5202502640899,2510.2732502640897,57.27825026408982,-90.17,-2.99,-0.01,1500,1499.999,0,3200.168,-74301.83,10.366,0,-7.776,12.247,8.029,-11.889,-2.69,3.862,4413.997,6925.982,3793.692,1475.894,-369.237,298.223
-1351.0,-630.0,7227.0,-0.828,40.325,-5.662,783.9329793581356,2510.3749793581355,57.68897935813567,-90.17,-2.99,-0.01,1500,1499.999,0,3200.55,-75319.66,10.508,0,-7.658,10.996,8.845,-12.029,-2.621,4.045,4347.005,6218.62,4179.553,1493.298,-359.811,312.326
-1398.0,-647.0,7274.0,-11.922,6.268,-2.971,784.3455227243705,2510.47452272437,58.104522724370526,-90.17,-2.99,-0.01,1500,1499.999,0,3200.76,-73047.01,10.191,0,-7.859,12.821,8.653,-11.734,-2.666,4.164,4460.857,7250.59,4088.862,1456.655,-365.899,321.531
-1413.0,-620.0,7060.0,-23.124,1.457,-3.516,784.7528819929681,2510.578881992968,58.515881992968076,-90.17,-2.99,-0.01,1500,1499.999,0,3200.035,-75295.36,10.504,0,-7.526,11.583,8.625,-11.918,-2.708,4.151,4271.724,6550.138,4075.484,1479.565,-371.659,320.537
-1336.0,-629.0,7197.0,11.48,44.338,-5.982,785.1590587973661,2510.682058797366,58.926058797366125,-90.17,-2.99,-0.01,1500,1499.999,0,3199.902,-75173.83,10.487,0,-7.749,10.753,8.397,-11.945,-2.636,4.13,4398.602,6080.754,3967.611,1482.88,-361.84,318.88
